Source;Titre;Marque;Modèle;Année;Prix_DT;Kilométrage;Energie;Boite;Localisation;Puissance_Fiscale;Etat_Vehicule;Annonce-Deposee;Annonce-Detectee;Statut;Lien;Nb_Options;Options;Description
automobile.tn;Opel Mokka Elegance Limited 1.2 12V Turbo 4x2 S&S 130 cv Boîte auto;Opel;Mokka;2022.0;70000.0;63000.0;Essence;Traction;Ariana;7cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/opel/mokka/122878;;;
automobile.tn;Ford Ecosport Titanium 1.0 SCTi EcoBoost 12V S&S 125 cv;Ford;Ecosport;2023.0;65000.0;56000.0;Essence;Traction;Sousse;7cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/ecosport/128243;;;
automobile.tn;Volkswagen Polo Life 1.0 TSI 12V BMT 95 cv;Volkswagen;Polo;2023.0;81000.0;48500.0;Essence;Traction;Monastir;5cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/polo/120959;;;
automobile.tn;Ssangyong Actyon Sports 200 2.0 e-XDi 4WD Pickup double cabine 155 cv;Ssangyong;Actyon Sports;2014.0;37000.0;300000.0;Diesel;Intégrale;Monastir;7cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/ssangyong/actyon-sports/128242;;;
automobile.tn;Seat Ibiza Style Plus 1.0 i 12V 75 cv;Seat;Ibiza;2019.0;49000.0;129000.0;Essence;Traction;Ben Arous;4cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/seat/ibiza/127819;;;
automobile.tn;Ford Ka Titanium Piste 1.2 i 69 cv;Ford;Ka;2015.0;24500.0;135000.0;Essence;Traction;Tunis;4cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/ka/128241;;;
automobile.tn;MG RX5 Performance;Mg;RX5;2024.0;93800.0;22000.0;Essence;Traction;Monastir;10cv;;2026-07-12;2026-07-13;;https://www.automobile.tn/fr/occasion/mg/rx5/127599;;;
automobile.tn;Land Rover Defender 110 2.5 TDi Pickup 113cv;Land rover;Defender 110;1997.0;65000.0;214000.0;Diesel;Intégrale;Bizerte;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/defender/124486;;;
automobile.tn;MG One Comfort;Mg;One;2024.0;58000.0;30000.0;Essence;Traction;Ben Arous;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mg/one/127681;;;
automobile.tn;Nissan Patrol Full 2.8 TD Break (VU) 115cv;Nissan;Patrol;1995.0;1234.0;370000.0;Diesel;Traction;Bizerte;11cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/nissan/patrol/127709;;;
automobile.tn;Toyota Land Cruiser GR 4.2 D Break 135cv (HZJ);Toyota;Land Cruiser;1996.0;54000.0;300000.0;Diesel;Intégrale;Ariana;17cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/land-cruiser/117181;;;
automobile.tn;Opel Calibra 2.0 i 16V Turbo 4X4 204 cv;Opel;Calibra;1994.0;49000.0;76000.0;Essence;Intégrale;Ariana;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/opel/calibra/105914;;;
automobile.tn;KIA Sportage 2.0 GDi VVT 16V 4x2 166 cv Boîte auto;Kia;Sportage;2014.0;111111.0;178000.0;Essence;Traction;Ben Arous;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/126175;;;
automobile.tn;Mercedes-Benz GLK Pack sport 220 CDi 2.1 CDI 16V DPF BlueEFFICIENCY 4MATIC 7G-TRONIC 170 cv Boîte auto;Mercedes-benz;GLK;2009.0;65000.0;212000.0;Diesel;Intégrale;Sfax;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/glk/123346;;;
automobile.tn;KIA XCeed 1.5 T-GDI 16V GPF DCT7 ISG 159 cv Boîte auto;Kia;XCeed;2022.0;90500.0;73000.0;Essence;Traction;Ariana;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/xceed/128141;;;
automobile.tn;DS 3 Sport Chic 1.4 L VTi 95 95 cv;Ds;3;2012.0;28500.0;177000.0;Essence;Traction;Ariana;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/ds/3/127557;;;
automobile.tn;Honda CR-V 1.5 T CVT 190 cv Boîte auto;Honda;CR-V;2020.0;80000.0;167000.0;Essence;Intégrale;Tunis;11cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/honda/cr-v/126923;;;
automobile.tn;KIA Sportage EX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;Kia;Sportage;2022.0;95000.0;40000.0;Essence;Traction;Tunis;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/126539;;;
automobile.tn;Mercedes-Benz GLC Coupé AMG 300 e 2.0 i 16V 313 EQ Power 4MATIC 9G-TRONIC 204 cv Boîte auto;Mercedes-benz;GLC Coupé;2022.0;175000.0;74000.0;Hybride rechargeable essence;Intégrale;Mahdia;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/127971;;;
automobile.tn;Ford Fiesta Ghia 1.4 i 16V 80cv;Ford;Fiesta;2007.0;17900.0;205000.0;Essence;Traction;La Manouba;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/fiesta/128238;;;
automobile.tn;Nissan Juke;Nissan;Juke;2015.0;37500.0;215000.0;Essence;Traction;Tunis;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/nissan/juke/128007;;;
automobile.tn;KIA Sportage SX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;Kia;Sportage;2024.0;125000.0;80000.0;Essence;Traction;Tunis;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/126622;;;
automobile.tn;KIA Rio 5p Prestige 1.2 i-CVVT 16V ISG 84 cv;Kia;Rio 5p;2022.0;65000.0;28300.0;Essence;Traction;Ariana;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/rio-5p/127584;;;
automobile.tn;Volkswagen Polo Smartline 1.0 i 12V 75 cv;Volkswagen;Polo;2015.0;31500.0;226000.0;Essence;Traction;Sousse;4cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/polo/128237;;;
automobile.tn;Chevrolet Cruze;Chevrolet;Cruze;2017.0;33000.0;86000.0;Essence;Intégrale;Tunis;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/chevrolet/cruze/128236;;;
automobile.tn;Land Rover Range Rover Evoque Dynamic 2.0 Si4 16V 4WD BVA6 241 cv Boîte auto;Land rover;Range Rover Evoque;2016.0;72000.0;223000.0;Essence;Intégrale;Tunis;15cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/128235;;;
automobile.tn;Fiat 500 C 1.2 MPi Dualogic 69 cv Boîte auto;Fiat;500 C;2012.0;34000.0;115000.0;Essence;Traction;Tunis;4cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/fiat/500-c/128234;;;
automobile.tn;Hyundai i20 High Grade 1.2 i 16V 84 cv;Hyundai;i20;2022.0;58000.0;62000.0;Essence;Traction;Sousse;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/i20/128117;;;
automobile.tn;Renault Clio Populaire;Renault;Clio;2021.0;37700.0;150000.0;Essence;Traction;Ben Arous;4cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/renault/clio/128233;;;
automobile.tn;Volkswagen Polo R-Line 1.0 i 12V 75 cv;Volkswagen;Polo;2021.0;62000.0;48000.0;Essence;Traction;Tunis;4cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/polo/127924;;;
automobile.tn;Mercedes-Benz Classe C AMG + 180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto;Mercedes-benz;Classe C;2023.0;135000.0;79000.0;Hybride léger essence;Propulsion;Ariana;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/128138;;;
automobile.tn;KIA Sorento 2.2 CRDi FAP AWD 16V 197 cv;Kia;Sorento;2010.0;51000.0;200000.0;Diesel;Intégrale;Tunis;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sorento/120922;;;
automobile.tn;Mercedes-Benz GLE Coupé AMG 350 e 2.0 Ti 16V 333 EQ Power 4MATIC 9G-TRONIC 211 cv Boîte auto;Mercedes-benz;GLE Coupé;2022.0;260000.0;63000.0;Hybride rechargeable essence;Intégrale;Tunis;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/128172;;;
automobile.tn;KIA Sportage EX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;Kia;Sportage;2022.0;110000.0;60000.0;Essence;Traction;Ariana;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/128231;;;
automobile.tn;Hyundai Tucson 1.6 l GDI 132 cv Boîte auto;Hyundai;Tucson;2021.0;78000.0;110000.0;Essence;Traction;Tunis;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/tucson/126933;;;
automobile.tn;Mercedes-Benz Classe A AMG Premium 150 1.5 i 95 cv;Mercedes-benz;Classe A;2005.0;23000.0;237000.0;Essence;Traction;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/128230;;;
automobile.tn;Toyota Corolla Dynamic 1.2 T 16V CVT 116 cv Boîte auto;Toyota;Corolla;2022.0;70000.0;58028.0;Essence;Traction;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/corolla-5p/128205;;;
automobile.tn;Seat Ibiza FR 1.5 TSI 16V GPF DSG7 150 cv Boîte auto;Seat;Ibiza;2020.0;66000.0;140000.0;Essence;Intégrale;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/seat/ibiza/128229;;;
automobile.tn;BMW Série 3 Business Line Premium 320i 1.6 i 16V Steptronic8 170 cv Boîte auto;Bmw;Série 3;2021.0;118000.0;62200.0;Essence;Propulsion;Tunis;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-3/125694;;;
automobile.tn;Mercedes-Benz EQS Berline 450+ 333 cv Boîte Auto;Mercedes-benz;EQS Berline;2022.0;265000.0;53000.0;Electrique;Propulsion;Tunis;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/eqs-berline/120258;;;
automobile.tn;Mercedes-Benz GLE Coupé 350 d 3.0 d V6 24V 4MATIC 9G-TRONIC 272 cv Boîte auto;Mercedes-benz;GLE Coupé;2022.0;265000.0;90000.0;Diesel;Intégrale;Tunis;11cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/127102;;;
automobile.tn;Toyota Prado;Toyota;Prado;2005.0;115000.0;290000.0;Diesel;Propulsion;Tunis;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/prado/127635;;;
automobile.tn;Land Rover Discovery Sport R-Dynamic S 2.0 TD4 16V 4x4 5PL 150 cv Boîte auto;Land rover;Discovery Sport;2021.0;178000.0;61000.0;Diesel;Intégrale;Tunis;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/discovery-sport/122780;;;
automobile.tn;Suzuki Jimny 3 portes GL AllGrip 1.5 VVT 16V 4WD 102 cv Boîte auto;Suzuki;Jimny 3 portes;2023.0;80000.0;69000.0;Essence;Intégrale;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/suzuki/jimny/126512;;;
automobile.tn;Peugeot 308;Peugeot;308;2019.0;50000.0;168000.0;Diesel;Traction;Tunis;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/308/126505;;;
automobile.tn;Audi E-tron 50 Quattro 230 kwh 313 cv;Audi;E-tron;2021.0;145000.0;38000.0;Electrique;Intégrale;Tunis;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/e-tron/120857;;;
automobile.tn;Audi E-tron;Audi;E-tron;2020.0;118000.0;73000.0;Electrique;Traction;Tunis;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/e-tron/123898;;;
automobile.tn;Mercedes-Benz Classe E AMG 180 1.5 16V 9G-TRONIC 156 cv Boite auto;Mercedes-benz;Classe E;2017.0;105000.0;171000.0;Essence;Propulsion;Tunis;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/126373;;;
automobile.tn;Mercedes-Benz Classe C AMG 180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto;Mercedes-benz;Classe C;2022.0;148000.0;114000.0;Hybride léger essence;Propulsion;Tunis;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/126510;;;
automobile.tn;BMW X3 Pack Sport M Limited Edition 18d sDrive 2.0 d 16V Steptronic8 150 cv Boîte auto;Bmw;X3;2020.0;145000.0;94000.0;Diesel;Propulsion;Tunis;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x3/127934;;;
automobile.tn;Land Rover Range Rover Sport Autobiography;Land rover;Range Rover Sport;2015.0;185000.0;80000.0;Essence;Intégrale;Tunis;43cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/120116;;;
automobile.tn;Mercedes-Benz Classe E;Mercedes-benz;Classe E;2024.0;350000.0;35000.0;Diesel;Traction;Tunis;11cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/126232;;;
automobile.tn;Audi Q7 45 TFSI Quattro 252 cv Boîte auto;Audi;Q7;2019.0;178000.0;36000.0;Essence;Intégrale;Tunis;15cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/q7/122200;;;
automobile.tn;Porsche Macan Turbo 2.0 TFSI 16V AWD PDK 252 cv Boîte auto;Porsche;Macan;2019.0;295000.0;41000.0;Essence;Intégrale;Tunis;29cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/porsche/macan/124380;;;
automobile.tn;BMW X5 Pack M;Bmw;X5;2016.0;114000.0;226000.0;Diesel;Traction;Tunis;13cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x5/114736;;;
automobile.tn;Suzuki Jimny 3 portes GL AllGrip 1.5 VVT 16V 4WD 102 cv Boîte auto;Suzuki;Jimny 3 portes;2022.0;75000.0;88000.0;Essence;Intégrale;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/suzuki/jimny/118743;;;
automobile.tn;Peugeot 2008 Active 1.2 THP Puretech 12V EAT6 S&S 130 cv Boîte auto;Peugeot;2008;2020.0;62000.0;75000.0;Essence;Traction;Tunis;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/2008/126224;;;
automobile.tn;Mercedes-Benz EQA 250 190 cv Boîte auto;Mercedes-benz;EQA;2022.0;141000.0;46000.0;Electrique;Traction;Tunis;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/eqa/121675;;;
automobile.tn;Ford Mustang 5.0 i V8 32V 419 cv Boîte auto;Ford;Mustang;2016.0;208000.0;36000.0;Essence;Traction;Tunis;33cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/mustang/121074;;;
automobile.tn;KIA K2500 Simple Cabine;Kia;K2500;2024.0;59000.0;31000.0;Diesel;Propulsion;Ariana;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/k2500/123554;;;
automobile.tn;Mercedes-Benz Classe E Avantgarde 300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC 211 cv Boîte auto;Mercedes-benz;Classe E;2022.0;159000.0;75000.0;Hybride rechargeable essence;Intégrale;Ariana;12cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/125787;;;
automobile.tn;Geely GX3 1.5 L CVT 107 cv Boîte auto;Geely;GX3;2022.0;52000.0;63000.0;Essence;Traction;Ariana;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/geely/gx3/127097;;;
automobile.tn;Opel Mokka GS 1.2 12V Turbo 4x2 S&S 130 cv Boîte auto;Opel;Mokka;2024.0;79000.0;22000.0;Essence;Traction;Ariana;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/opel/mokka/127356;;;
automobile.tn;DS 7 Crossback Grand Chic 1.6 l THP 165 165 cv Boîte auto;Ds;7 Crossback;2020.0;59000.0;153000.0;Essence;Traction;Ariana;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/ds/7-crossback/124298;;;
automobile.tn;Mercedes-Benz GLE Coupé AMG 400 e 2.0 Ti 16V 381 EQ Power 4MATIC 9G-TRONIC 252 cv Boîte auto;Mercedes-benz;GLE Coupé;2025.0;338000.0;17000.0;Hybride rechargeable essence;Intégrale;Ariana;15cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/125030;;;
automobile.tn;Land Rover Discovery toute option 2.0 Td4 16V 4WD 180 cv Boîte auto;Land rover;Discovery;2018.0;79000.0;189000.0;Diesel;Intégrale;Ariana;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/discovery/127357;;;
automobile.tn;Toyota Corolla Dynamic 1.2 T 16V CVT 116 cv Boîte auto;Toyota;Corolla;2021.0;56000.0;128000.0;Essence;Traction;Ariana;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/corolla-5p/128228;;;
automobile.tn;Audi A4;Audi;A4;2016.0;59000.0;112000.0;Essence;Traction;Ariana;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a4/123146;;;
automobile.tn;BMW X5 Pack M 25d sDrive 2.0 d 16V 231 cv Boîte auto;Bmw;X5;2015.0;108000.0;152000.0;Diesel;Intégrale;Ariana;13cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x5/119652;;;
automobile.tn;Mercedes-Benz Classe C Exclusive 180 CGI 1.6 16V 7G-TRONIC+ 156 cv Boîte auto;Mercedes-benz;Classe C;2017.0;79000.0;196000.0;Essence;Propulsion;Ariana;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/127284;;;
automobile.tn;KIA Sportage GT-Line 1.7 CRDi VGT 16V 4x2 DCT7 141 cv Boîte auto;Kia;Sportage;2018.0;78000.0;132000.0;Diesel;Traction;Ariana;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/127759;;;
automobile.tn;Audi A1 Sportback Ambition 1.4 TSI 16V S-Tronic (7 rapports) 125 cv Boîte auto;Audi;A1 Sportback;2017.0;58000.0;100000.0;Essence;Traction;Ariana;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a1-sportback/127760;;;
automobile.tn;Mercedes-Benz CLA 250 e 1.3 i 16V GPF 218 PHEV 160 cv Boîte auto;Mercedes-benz;CLA;2021.0;115000.0;70000.0;Hybride rechargeable essence;Intégrale;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/128227;;;
automobile.tn;Renault Clio Life Plus 0.9 TCe 12V Energy S&S 90 cv;Renault;Clio;2021.0;39500.0;130000.0;Essence;Traction;Ben Arous;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/renault/clio/128149;;;
automobile.tn;Mazda 3 High Grade;Mazda;3;2021.0;78000.0;46000.0;Essence;Traction;Ben Arous;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mazda/3/128020;;;
automobile.tn;Land Rover Range Rover Evoque Dynamic D150 2.0 Td4 16V AWD 150 cv Boîte auto;Land rover;Range Rover Evoque;2019.0;145000.0;68000.0;Diesel;Intégrale;Ben Arous;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/125129;;;
automobile.tn;Seat Ibiza Reference 1.0 L TSI 115 cv Boîte auto;Seat;Ibiza;2023.0;53000.0;108000.0;Essence;Traction;Ben Arous;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/seat/ibiza/127979;;;
automobile.tn;Mercedes-Benz Classe E Avantgarde 180 1.5 16V 9G-TRONIC 156 cv Boite auto;Mercedes-benz;Classe E;2019.0;92000.0;220000.0;Essence;Propulsion;Ben Arous;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/127887;;;
automobile.tn;Audi Q3 Sportback S-Line 35 1.5 TFSI 16V GPF DSG7 150 cv Boîte auto;Audi;Q3 Sportback;2021.0;138000.0;87000.0;Essence;Propulsion;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/q3-sportback/127585;;;
automobile.tn;MG HS Trophy 2.0 220 cv Boîte auto;Mg;HS;2021.0;65000.0;160000.0;Essence;Intégrale;Ben Arous;15cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mg/hs/127885;;;
automobile.tn;Hyundai i20 GLS 1.2 i 16V 84 cv;Hyundai;i20;2023.0;45000.0;105000.0;Essence;Traction;Ben Arous;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/i20/127882;;;
automobile.tn;MG ZS Luxe 1.5 L 114 cv Boîte auto;Mg;ZS;2019.0;55000.0;110000.0;Essence;Traction;Ben Arous;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mg/zs/127883;;;
automobile.tn;Volkswagen Caddy Business 2.0 L TDI 110 cv;Volkswagen;Caddy;2023.0;55000.0;149000.0;Diesel;Traction;Ben Arous;5cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/caddy/127884;;;
automobile.tn;BMW Série 1;Bmw;Série 1;2010.0;31000.0;350000.0;Essence;Traction;Ben Arous;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/125738;;;
automobile.tn;Peugeot 308 Allure 1.2 THP Puretech 12V 110 cv;Peugeot;308;2019.0;39000.0;134000.0;Essence;Traction;Ben Arous;6cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/308/126774;;;
automobile.tn;KIA Sportage EX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;Kia;Sportage;2023.0;110000.0;72000.0;Essence;Traction;Ben Arous;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/126608;;;
automobile.tn;Mercedes-Benz EQE Berline AMG 350 292 cv Boîte auto;Mercedes-benz;EQE Berline;2023.0;185000.0;35000.0;Electrique;Propulsion;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/eqe-berline/125637;;;
automobile.tn;BMW X5 Pack M 25d xDrive 2.0 d 16V 211 cv Boîte auto;Bmw;X5;2015.0;110000.0;210000.0;Diesel;Intégrale;Ben Arous;13cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x5/125506;;;
automobile.tn;Land Rover Range Rover Evoque SE D180 2.0 Td4 16V AWD 180 cv Boîte auto;Land rover;Range Rover Evoque;2020.0;169000.0;110000.0;Diesel;Intégrale;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/121903;;;
automobile.tn;Mercedes-Benz Classe C AMG 180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto;Mercedes-benz;Classe C;2022.0;158000.0;54000.0;Hybride léger essence;Propulsion;Ben Arous;9cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/126504;;;
automobile.tn;Land Rover Discovery Sport 2.0 Si4 16V 4x4 5PL 240 cv Boîte auto;Land rover;Discovery Sport;2020.0;155000.0;30000.0;Essence;Intégrale;Ben Arous;13cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/discovery-sport/124957;;;
automobile.tn;Mercedes-Benz Classe C coupé AMG 180 1.6 i 16V 7G-TRONIC+ 156 cv Boîte auto;Mercedes-benz;Classe C coupé;2017.0;98000.0;160000.0;Essence;Traction;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c-coupe/124952;;;
automobile.tn;Land Rover Range Rover Velar S D240 2.0 SD4 16V DPF 4WD 240 cv Boîte auto;Land rover;Range Rover Velar;2018.0;180000.0;125000.0;Diesel;Intégrale;Ben Arous;15cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-velar/123127;;;
automobile.tn;Smart ForFour;Smart;ForFour;2021.0;45000.0;12000.0;Electrique;Propulsion;Ben Arous;4cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/smart/forfour/125127;;;
automobile.tn;DS 7 Crossback Performance-Line 1.5 Blue HDi EAT8 S&S 130 cv Boîte auto;Ds;7 Crossback;2021.0;95000.0;93000.0;Diesel;Propulsion;Ben Arous;7cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/ds/7-crossback/127320;;;
automobile.tn;Audi A6 Ambition Luxe;Audi;A6;2017.0;95000.0;144000.0;Essence;Traction;Ben Arous;10cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a6/123579;;;
automobile.tn;Volkswagen Tiguan R-Line 1.4 L TSI 150 cv Boîte auto;Volkswagen;Tiguan;2021.0;119000.0;97000.0;Hybride rechargeable essence;Traction;Ben Arous;8cv;;2026-07-11;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/tiguan/127713;;;
automobile.tn;Skoda Octavia Style;Skoda;Octavia;2022.0;75000.0;159000.0;Essence;Traction;Ben Arous;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/skoda/octavia/126904;;;
automobile.tn;BMW Série 4 Coupé Pack M Sport 420i 2.0 i 16V Steptronic8 184 cv Boîte auto;Bmw;Série 4 Coupé;2021.0;175000.0;78000.0;Essence;Propulsion;Ben Arous;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-4-coupe/127582;;;
automobile.tn;BMW X1 Kit M 18i sDrive 1.5 i 12V DCT7 140 cv Boîte auto;Bmw;X1;2021.0;95000.0;170000.0;Essence;Traction;Ben Arous;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x1/124955;;;
automobile.tn;Skoda Fabia Drive 1.6 L MPI 90 cv;Skoda;Fabia;2017.0;43000.0;145000.0;Essence;Traction;Ben Arous;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/skoda/fabia/127916;;;
